SZC|Cushing Renaissance Fund (The)|28.01|169577805.88|n/a|2012|n/a|n/a|http://www.nasdaq.com/symbol/szc|
CSI|Cutwater Select Income Fund|20.13|215564057.61|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/csi|
CVT|CVENT, INC.|25.49|1049770550.27|n/a|1987|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/cvt|
CVI|CVR Energy Inc.|47.76|4147050948|n/a|2007|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/cvi|
UAN|CVR Partners, LP|19.31|1411811083.81|n/a|2011|Basic Industries|Agricultural Chemicals|http://www.nasdaq.com/symbol/uan|
CVRR|CVR Refining, LP|26.68|3937968000|n/a|2013|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/cvrr|
CVS|CVS Corporation|77.66|90802406692.58|n/a|n/a|Health Care|Medical/Nursing Services|http://www.nasdaq.com/symbol/cvs|
CYNI|Cyan, Inc.|3.84|179644535.04|n/a|2013|Technology|EDP Services|http://www.nasdaq.com/symbol/cyni|
CELP|Cypress Energy Partners, L.P.|22.83|269987580|n/a|2014|Energy|Oilfield Services/Equipment|http://www.nasdaq.com/symbol/celp|
CYS|CYS Investments, Inc.|9.13|1479407378.24|n/a|2009|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/cys|
CYS^A|CYS Investments, Inc.|24.086|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cys^a|
CYS^B|CYS Investments, Inc.|23.43|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/cys^b|
CYT|Cytec Industries Inc.|99.65|3573070031.05|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/cyt|
DHI|D.R. Horton, Inc.|23.88|7767462214.56|n/a|n/a|Capital Goods|Homebuilding|http://www.nasdaq.com/symbol/dhi|
DAN|Dana Holding Corporation|22.22|3483135273.86|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/dan|
DHR|Danaher Corporation|78.55|54948260829.65|n/a|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/dhr|
DAC|Danaos Corporation|5.98|655823185.42|n/a|2006|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/dac|
DQ|DAQQ New Energy Corp.|27.44|190354408.16|n/a|2010|Technology|Semiconductors|http://www.nasdaq.com/symbol/dq|
DRI|Darden Restaurants, Inc.|49.88|6580657077.24|n/a|n/a|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/dri|
DAR|Darling Ingredients Inc.|20.12|3311267047.64|n/a|n/a|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/dar|
DVA|DaVita healthCare Partners Inc.|69.9|14972580000|n/a|n/a|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/dva|
DPM|DCP Midstream Partners, LP|53.21|5742346950.07|n/a|2005|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/dpm|
DCT|DCT Industrial Trust Inc|7.86|2576010776.4|n/a|2006|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/dct|
DDR|DDR Corp.|17.18|6173288334.84|n/a|1993|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/ddr|
DDR^J|DDR Corp.|24.67|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ddr^j|
DDR^K|DDR Corp.|23.85|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ddr^k|
DF|Dean Foods Company|17.4|1626437769|n/a|n/a|Consumer Non-Durables|Specialty Foods|http://www.nasdaq.com/symbol/df|
DECK|Deckers Outdoor Corporation|77.47|2682357690.9|n/a|1993|Consumer Non-Durables|Shoe Manufacturing|http://www.nasdaq.com/symbol/deck|
DE|Deere & Company|91.1|33679823867.9|n/a|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/de|
DEX|Delaware Enhanced Global Dividend|12.68|201150638.2|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/dex|
DDF|Delaware Investments Dividend & Income Fund, Inc.|10.05|94862382.15|n/a|1993|n/a|n/a|http://www.nasdaq.com/symbol/ddf|
DKL|Delek Logistics Partners, L.P.|34.5|833235582|n/a|2012|Energy|Natural Gas Distribution|http://www.nasdaq.com/symbol/dkl|
DK|Delek US Holdings, Inc.|30.52|1811399081.8|n/a|2006|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/dk|
DLPH|Delphi Automotive plc|69.21|21016603365.39|n/a|2011|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/dlph|
DAL|Delta Air Lines, Inc.|40.14|34035783237.18|n/a|n/a|Transportation|Air Freight/Delivery Services|http://www.nasdaq.com/symbol/dal|
DEL|Deltic Timber Corporation|61.28|778816344.32|n/a|n/a|Basic Industries|Forest Products|http://www.nasdaq.com/symbol/del|
DLX|Deluxe Corporation|55.74|2790011576.46|n/a|n/a|Consumer Durables|Publishing|http://www.nasdaq.com/symbol/dlx|
DMD|Demand Media Inc.|4.68|426342440.16|n/a|2011|Technology|EDP Services|http://www.nasdaq.com/symbol/dmd|
DWRE|DEMANDWARE, INC.|61.16|2194902312.68|n/a|2012|Technology|EDP Services|http://www.nasdaq.com/symbol/dwre|
DNR|Denbury Resources Inc.|16.96|5964574157.12|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/dnr|
DKT|Deutsch Bk Contingent Cap Tr V|28.56|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dkt|
DB|Deutsche Bank AG|41.03|41823017008.08|n/a|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/db|
DTK|Deutsche Bank AG|27.54|0|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/dtk|
DTT|Deutsche Bank AG|25.72|0|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/dtt|
DUA|Deutsche Bank AG|25.49|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dua|
DXB|Deutsche Bank AG|26.19|0|n/a|n/a|Finance|Major Banks|http://www.nasdaq.com/symbol/dxb|
DVN|Devon Energy Corporation|73.89|30139731000|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/dvn|
DV|DeVry Education Group Inc.|41.96|2664271180|n/a|n/a|Consumer Services|Other Consumer Services|http://www.nasdaq.com/symbol/dv|
DHT|DHT Holdings, Inc.|7.4|513681219.4|n/a|2005|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/dht|
DEO|Diageo plc|127.77|80209264071.99|n/a|n/a|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/deo|
DO|Diamond Offshore Drilling, Inc.|51.33|7039390399.71|n/a|1995|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/do|
DRII|Diamond Resorts International, Inc.|19.4|1464242198.8|n/a|2013|Consumer Services|Hotels/Resorts|http://www.nasdaq.com/symbol/drii|
DRH|Diamondrock Hospitality Company|12.27|2400983624.49|n/a|2005|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/drh|
DSX|Diana Shipping inc.|11.06|922308552.2|n/a|2005|Transportation|Marine Transportation|http://www.nasdaq.com/symbol/dsx|
DSX^B|Diana Shipping inc.|26.55|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dsx^b|
DHX|Dice Holdings, Inc.|7.04|382390673.28|n/a|2007|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/dhx|
DKS|Dick&#39;s Sporting Goods Inc|43.12|4252994635.12|n/a|2002|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/dks|
DBD|Diebold, Incorporated|37.92|2449447367.52|n/a|n/a|Miscellaneous|Office Equipment/Supplies/Services|http://www.nasdaq.com/symbol/dbd|
DLR|Digital Realty Trust, Inc.|57.4|7768792438.4|n/a|2004|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/dlr|
DLR^E|Digital Realty Trust, Inc.|25.58|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dlr^e|
DLR^F|Digital Realty Trust, Inc.|24.89|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dlr^f|
DLR^G|Digital Realty Trust, Inc.|22.15|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dlr^g|
DLR^H|Digital Realty Trust, Inc.|25.64|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dlr^h|
DGI|DigitalGlobe, Inc|30.62|2310199694.2|n/a|2009|Consumer Services|Telecommunications Equipment|http://www.nasdaq.com/symbol/dgi|
DDS|Dillard&#39;s, Inc.|112.58|4486250067.78|n/a|n/a|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/dds|
DDT|Dillard&#39;s, Inc.|25.79|0|n/a|n/a|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/ddt|
DIN|DineEquity, Inc|79.43|1520930961.81|n/a|n/a|Consumer Services|Restaurants|http://www.nasdaq.com/symbol/din|
DFS|Discover Financial Services|58.68|27360947522.88|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/dfs|
DFS^B|Discover Financial Services|25.16|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dfs^b|
DNI|Dividend and Income Fund|16.0451|138142631.0346|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dni|
DLB|Dolby Laboratories|41.38|4243921751.54|n/a|2005|Technology|Radio And Television Broadcasting And Communications Equipment|http://www.nasdaq.com/symbol/dlb|
DG|Dollar General Corporation|53.5|16583556891|n/a|2009|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/dg|
DDC|Dominion Diamond Corporation|12.96|1103342860.8|n/a|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/ddc|
DOM|Dominion Resources Black Warrior Trust|8.53|66960500|n/a|1994|Energy|Coal Mining|http://www.nasdaq.com/symbol/dom|
D|Dominion Resources, Inc.|68.52|39851792699.16|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/d|
DCUA|Dominion Resources, Inc.|56.98|0|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/dcua|
DCUB|Dominion Resources, Inc.|57.06|0|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/dcub|
DRU|Dominion Resources, Inc.|25.66|0|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/dru|
DPZ|Domino&#39;s Pizza Inc|72.47|4031484503.94|n/a|2004|Consumer Non-Durables|Food Distributors|http://www.nasdaq.com/symbol/dpz|
UFS|Domtar Corporation|92.52|3953077244.64|n/a|n/a|Basic Industries|Paper|http://www.nasdaq.com/symbol/ufs|
DCI|Donaldson Company, Inc.|41.09|5965796738.79|n/a|n/a|Capital Goods|Pollution Control Equipment|http://www.nasdaq.com/symbol/dci|
DRL|Doral Financial Corporation|2.82|18748476.72|n/a|n/a|Finance|Commercial Banks|http://www.nasdaq.com/symbol/drl|
LPG|Dorian LPG Ltd.|19.99|1137090630.27|n/a|2014|n/a|n/a|http://www.nasdaq.com/symbol/lpg|
DSL|DoubleLine Income Solutions Fund|22.41|0|n/a|2013|n/a|n/a|http://www.nasdaq.com/symbol/dsl|
DBL|DoubleLine Opportunistic Credit Fund|23.49|345729672.36|n/a|2012|n/a|n/a|http://www.nasdaq.com/symbol/dbl|
PLOW|Douglas Dynamics, Inc.|17.58|391544449.74|n/a|2010|Capital Goods|Construction/Ag Equipment/Trucks|http://www.nasdaq.com/symbol/plow|
DEI|Douglas Emmett, Inc.|28.25|4058890985.25|n/a|2006|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/dei|
DOV|Dover Corporation|87.18|14514507358.44|n/a|n/a|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/dov|
DDE|Dover Downs Gaming & Entertainment Inc|1.43|46834391.89|n/a|n/a|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/dde|
DVD|Dover Motorsports, Inc.|2.76|101092002.12|n/a|1996|Consumer Services|Services-Misc. Amusement & Recreation|http://www.nasdaq.com/symbol/dvd|
DPD|Dow 30 Premium|16.27|195495015.98|n/a|2005|n/a|n/a|http://www.nasdaq.com/symbol/dpd|
DPO|Dow 30 Premium|13.8234|385077527.6322|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/dpo|
DOW|Dow Chemical Company (The)|52.47|63176936272.56|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/dow|
DPS|Dr Pepper Snapple Group, Inc|57.85|11360415061.45|n/a|n/a|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/dps|
RDY|Dr. Reddy&#39;s Laboratories Ltd|40.06|6814195384.1|n/a|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/rdy|
DRD|DRDGOLD Limited|2.6|98599332|n/a|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/drd|
DRC|Dresser-Rand Group Inc.|61.28|4687209703.52|n/a|2005|Energy|Industrial Machinery/Components|http://www.nasdaq.com/symbol/drc|
DW|Drew Industries Incorporated|48.5|1145857023|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/dw|
DHF|Dreyfus High Yield Strategies Fund|4.28|310229889.32|n/a|1998|n/a|n/a|http://www.nasdaq.com/symbol/dhf|
DMB|Dreyfus Municipal Bond Infrastructure Fund, Inc.|12.05|0|n/a|2013|n/a|n/a|http://www.nasdaq.com/symbol/dmb|
DSM|Dreyfus Strategic Municipal Bond Fund, Inc.|8.16|504691095.84|n/a|1989|n/a|n/a|http://www.nasdaq.com/symbol/dsm|
LEO|Dreyfus Strategic Municipals, Inc.|8.4|23079000|n/a|1987|n/a|n/a|http://www.nasdaq.com/symbol/leo|
DRQ|Dril-Quip, Inc.|101.74|4154473949.76|n/a|1997|Energy|Metal Fabrications|http://www.nasdaq.com/symbol/drq|
DST|DST Systems, Inc.|90.98|3832189414.42|n/a|1995|Technology|EDP Services|http://www.nasdaq.com/symbol/dst|
DSW|DSW Inc.|24.73|2048087779.85|n/a|2005|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/dsw|
DTE|DTE Energy Company|75.37|13341758024.88|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/dte|
DTQ|DTE Energy Company|22.94|0|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/dtq|
DTZ|DTE Energy Company|26.08|0|n/a|2011|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/dtz|
DCO|Ducommun Incorporated|25.48|276619339.36|n/a|n/a|Capital Goods|Military/Government/Technical|http://www.nasdaq.com/symbol/dco|
DPG|Duff & Phelps Global Utility Income Fund Inc.|21.21|804491185.26|n/a|2011|n/a|n/a|http://www.nasdaq.com/symbol/dpg|
DNP|Duff & Phelps Utilities Income, Inc.|10.25|2812627562.25|n/a|1987|n/a|n/a|http://www.nasdaq.com/symbol/dnp|
DTF|Duff & Phelps Utilities Tax-Free Income, Inc.|16.1|137156061|n/a|1991|n/a|n/a|http://www.nasdaq.com/symbol/dtf|
DUC|Duff & Phelps Utility & Corporate Bond Trust, Inc.|10.65|292818373.95|n/a|1993|n/a|n/a|http://www.nasdaq.com/symbol/duc|
DUK|Duke Energy Corporation|70.93|50164353179.66|n/a|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/duk|
DUKH|Duke Energy Corporation|24.03|0|n/a|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/dukh|
DRE|Duke Realty Corporation|17.65|5815487256.95|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/dre|
DRE^J|Duke Realty Corporation|25.1|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dre^j|
DRE^K|Duke Realty Corporation|24.93|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dre^k|
DRE^L|Duke Realty Corporation|24.9799|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dre^l|
DNB|Dun & Bradstreet Corporation (The)|104.63|3872993601.33|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/dnb|
DFT|Dupont Fabros Technology, Inc.|25.61|1685281390.39|n/a|2007|Finance|Real Estate|http://www.nasdaq.com/symbol/dft|
DFT^A|Dupont Fabros Technology, Inc.|25.88|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dft^a|
DFT^B|Dupont Fabros Technology, Inc.|25.81|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dft^b|
DHG|DWS High Income Opportunities Fund, Inc.|14.73|246685769.91|n/a|2006|n/a|n/a|http://www.nasdaq.com/symbol/dhg|
DY|Dycom Industries, Inc.|30.01|1018788903.14|n/a|n/a|Basic Industries|Water Supply|http://www.nasdaq.com/symbol/dy|
DYN|Dynegy Inc.|32.84|3295291508.56|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/dyn|
DYN/WS|Dynegy Inc.|3.99|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dyn/ws|
DX|Dynex Capital, Inc.|8.57|468770112.91|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/dx|
DX^A|Dynex Capital, Inc.|24.9199|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dx^a|
DX^B|Dynex Capital, Inc.|23.95|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/dx^b|
DD|E.I. du Pont de Nemours and Company|68.97|63338461560|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/dd|
DD^A|E.I. du Pont de Nemours and Company|75|0|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/dd^a|
DD^B|E.I. du Pont de Nemours and Company|91|0|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/dd^b|
SSP|E.W. Scripps Company (The)|19.54|1096269268.08|n/a|n/a|Consumer Services|Newspapers/Magazines|http://www.nasdaq.com/symbol/ssp|
EXP|Eagle Materials Inc|87.64|4386105934|n/a|n/a|Capital Goods|Building Materials|http://www.nasdaq.com/symbol/exp|
EGP|EastGroup Properties, Inc.|63.32|1981911440.96|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/egp|
EMN|Eastman Chemical Company|88.03|13225810566.49|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/emn|
KODK|Eastman Kodak Company|27.68|1153747850.56|n/a|n/a|Miscellaneous|Industrial Machinery/Components|http://www.nasdaq.com/symbol/kodk|
KODK/WS|Eastman Kodak Company|13|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kodk/ws|
KODK/WS/A|Eastman Kodak Company|11.5|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/kodk/ws/a|
ETN|Eaton Corporation, PLC|74.03|35290101000|n/a|n/a|Technology|Industrial Machinery/Components|http://www.nasdaq.com/symbol/etn|
ETV|Eaton Vance Corporation|15.02|4528500110.2|n/a|2005|n/a|n/a|http://www.nasdaq.com/symbol/etv|
ETW|Eaton Vance Corporation|12.76|1358209298.6|n/a|2005|n/a|n/a|http://www.nasdaq.com/symbol/etw|
EV|Eaton Vance Corporation|37.25|4571911977|n/a|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/ev|
EOI|Eaton Vance Enhance Equity Income Fund|13.45|640961404.35|n/a|2004|n/a|n/a|http://www.nasdaq.com/symbol/eoi|
EOS|Eaton Vance Enhanced Equity Income Fund II|13.46|642905095.58|n/a|2005|n/a|n/a|http://www.nasdaq.com/symbol/eos|
EFT|Eaton Vance Floating Rate Income Trust|15.17|627630078.7|n/a|2004|n/a|n/a|http://www.nasdaq.com/symbol/eft|
EFF|Eaton vance Floating-Rate Income Plus Fund|17.98|136763467.56|n/a|2013|n/a|n/a|http://www.nasdaq.com/symbol/eff|
ETX           |Eaton Vance Municipal Income Term Trust|17.03|187872303.32|n/a|2013|n/a|n/a|http://www.nasdaq.com/symbol/etx           |
EOT|Eaton Vance Municipal Income Trust|20.14|308712626.62|n/a|2009|n/a|n/a|http://www.nasdaq.com/symbol/eot|
EVN|Eaton Vance Municipal Income Trust|12.72|297709653.84|n/a|1999|n/a|n/a|http://www.nasdaq.com/symbol/evn|
ETJ|Eaton Vance Risk-Managed Diversified Equity Income Fund|11.38|757127798.58|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/etj|
EFR|Eaton Vance Senior Floating-Rate Fund|14.6861|546690454.3386|n/a|2003|n/a|n/a|http://www.nasdaq.com/symbol/efr|
EVF|Eaton Vance Senior Income Trust|6.81|257871593.67|n/a|1998|n/a|n/a|http://www.nasdaq.com/symbol/evf|
EVG|Eaton Vance Short Diversified Income Fund|15.28|288587186.88|n/a|2005|n/a|n/a|http://www.nasdaq.com/symbol/evg|
EVT|Eaton Vance Tax Advantaged Dividend Income Fund|20.3|1478568770|n/a|2003|n/a|n/a|http://www.nasdaq.com/symbol/evt|
ETO|Eaton Vance Tax-Advantage Global Dividend Opp|25.41|368934320.37|n/a|2004|n/a|n/a|http://www.nasdaq.com/symbol/eto|
EXD|Eaton Vance Tax-Advantaged Bond|14.24|150325300.48|n/a|2010|n/a|n/a|http://www.nasdaq.com/symbol/exd|
ETG|Eaton Vance Tax-Advantaged Global Dividend Income Fund|17.35|1323808712.9|n/a|2004|n/a|n/a|http://www.nasdaq.com/symbol/etg|
ETB|Eaton Vance Tax-Managed Buy-Write Income Fund|16.22|399896719.9|n/a|2005|n/a|n/a|http://www.nasdaq.com/symbol/etb|
ETY|Eaton Vance Tax-Managed Diversified Equity Income Fund|11.52|1724799974.4|n/a|2006|n/a|n/a|http://www.nasdaq.com/symbol/ety|
EXG|Eaton Vance Tax-Managed Global Diversified Equity Income Fund|10.35|0|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/exg|
ECT|ECA Marcellus Trust I|7.05|124115250|n/a|2010|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/ect|
ECL|Ecolab Inc.|108.68|32625661445.52|n/a|n/a|Basic Industries|Package Goods/Cosmetics|http://www.nasdaq.com/symbol/ecl|
DANG|E-Commerce China Dangdang Inc.|10.38|836961748.14|n/a|2010|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/dang|
EC|Ecopetrol S.A.|36.7|659791939.4|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/ec|
EIX|Edison International|54.59|17786033735.54|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/eix|
EDR|Education Realty Trust Inc.|10.41|1197365424.54|n/a|2005|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/edr|
EW|Edwards Lifesciences Corporation|80.54|8496471860.1|n/a|n/a|Health Care|Industrial Specialties|http://www.nasdaq.com/symbol/ew|
EJ|E-House (China) Holdings Limited|9.89|1363890745.49|n/a|2007|Finance|Real Estate|http://www.nasdaq.com/symbol/ej|
EP^C|El Paso Corporation|53.27|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ep^c|
EE|El Paso Electric Company|37.81|1524131724.61|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/ee|
EPB|El Paso Pipeline Partners LP|33.69|7383240650.1|n/a|2007|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/epb|
EGO|Eldorado Gold Corporation|5.72|4096942049.2|n/a|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/ego|
LLY|Eli Lilly and Company|59.47|66573753467.74|n/a|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/lly|
ELLI|Ellie Mae, Inc.|27.75|780147793.5|n/a|2011|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/elli|
EFC|Ellington Financial LLC|24.01|610856417.5|n/a|2010|Finance|Real Estate|http://www.nasdaq.com/symbol/efc|
EARN|Ellington Residential Mortgage REIT|17.33|158393461.86|n/a|2013|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/earn|
AKO/A|Embotelladora Andina S.A.|19.48|0|n/a|n/a|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/ako/a|
AKO/B|Embotelladora Andina S.A.|24.1|0|n/a|n/a|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/ako/b|
ERJ|Embraer-Empresa Brasileira de Aeronautica|36.06|6675292371.66|n/a|2000|Capital Goods|Aerospace|http://www.nasdaq.com/symbol/erj|
EMC|EMC Corporation|26.77|54806211550.19|n/a|n/a|Technology|Electronic Components|http://www.nasdaq.com/symbol/emc|
EME|EMCOR Group, Inc.|44.63|3002778165.04|n/a|n/a|Capital Goods|Engineering & Construction|http://www.nasdaq.com/symbol/eme|
EMES|Emerge Energy Services LP|93.17|2201440139.36|n/a|2013|Energy|Oilfield Services/Equipment|http://www.nasdaq.com/symbol/emes|
EBS|Emergent Biosolutions, Inc.|21.68|811074750.96|n/a|2006|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/ebs|
ESC|Emeritus Corporation|31.26|1532302179.84|n/a|1995|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/esc|
EMR|Emerson Electric Company|66.8|46876504677.6|n/a|n/a|Energy|Consumer Electronics/Appliances|http://www.nasdaq.com/symbol/emr|
EDE|Empire District Electric Company (The)|23.9|1032596440.8|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/ede|
ESRT|Empire State Realty Trust, Inc.|16.49|1576730546.73|n/a|2013|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/esrt|
EIG|Employers Holdings Inc|21.24|666421121.16|n/a|2007|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/eig|
EDN|Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)|9.93|445381650.9|n/a|2007|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/edn|
EOC|Empresa Nacional de Electricidad S.A.|44.89|12272558754.91|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/eoc|
ICA|Empresas Ica Soc Contrladora|8.09|1233747765.26|n/a|1992|Basic Industries|Military/Government/Technical|http://www.nasdaq.com/symbol/ica|
ELX|Emulex Corporation|5.31|428161755.69|n/a|n/a|Technology|Computer Communications Equipment|http://www.nasdaq.com/symbol/elx|
ENBL|Enable Midstream Partners, LP|25.25|10496598215|n/a|2014|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/enbl|
EEQ|Enbridge Energy Management LLC|29.73|1968035918.1|n/a|2002|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/eeq|
EEP|Enbridge Energy, L.P.|31|10137579018|n/a|n/a|Energy|Natural Gas Distribution|http://www.nasdaq.com/symbol/eep|
ENB|Enbridge Inc|47.25|39445162359.75|n/a|n/a|Energy|Natural Gas Distribution|http://www.nasdaq.com/symbol/enb|
ECA|Encana Corporation|23.28|17248197652.08|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/eca|
END|Endeavor International Corporation|2|100600000|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/end|
