state	constituency	candidate_name	sex	age	category	partyname	partysymbol	general	postal	total	pct_of_total_votes	pct_of_polled_votes	totalvoters
Bihar	Nawada	RAJENDRA SINGH	M	58	GEN	AAAP	Broom	4055	2	4057	0.23936586	0.458690702	1694895
Bihar	Nawada	VIJAY RAM	M	42	SC	MOSP	HOCKEY & BALL	3291	0	3291	0.19417132	0.372085556	1694895
Bihar	Nawada	SURENDRA RAJBANSHI	M	35	SC	SP	Bicycle	3612	0	3612	0.213110547	0.408378313	1694895
Bihar	Nawada	AZAD GEETA PRASAD SHARMA	M	48	GEN	IND	Basket containing Fruits	3568	0	3568	0.210514516	0.403403605	1694895
Bihar	Nawada	ADITYA NARAYAN	M	32	SC	IND	Batsman	3743	0	3743	0.220839639	0.423189376	1694895
Bihar	Nawada	MANISH KUMAR	M	40	GEN	IND	Battery Torch	6443	0	6443	0.380141543	0.728455557	1694895
Bihar	Nawada	SATISH KUMAR	M	50	GEN	IND	BELT	6736	0	6736	0.397428749	0.76158259	1694895
Bihar	Nawada	SAFDAR ISMAIL	M	36	GEN	IND	Black Board	12072	0	12072	0.712256511	1.364879013	1694895
Bihar	Nawada	SHULOCHANA DEVI	F	39	GEN	IND	Bread	7324	0	7324	0.432121164	0.828062781	1694895
Bihar	Nawada	None of the Above				NOTA	NOTA	7489	0	7489	0.44185628	0.846717936	1694895
Bihar	Jamui (SC)	UDAY NARAIN CHOUDHARY	M	61	SC	JD(U)	Arrow	198591	8	198599	12.80510608	25.60420293	1550936
Bihar	Jamui (SC)	CHIRAG KUMAR PASWAN	M	32	SC	LJP	Bungalow	285334	20	285354	18.39882497	36.78901566	1550936
Bihar	Jamui (SC)	BRAHMDEV ANAND PASWAN	M	58	SC	BSP	Elephant	15007	1	15008	0.967673714	1.934893315	1550936
Bihar	Jamui (SC)	SUDHANSU SHEKHAR BHASKAR	M	46	SC	RJD	Hurricane Lamp	199401	6	199407	12.85720365	25.70837362	1550936
Bihar	Jamui (SC)	UPENDRA RAVIDAS	M	35	SC	JMM	Almirah	10748	0	10748	0.693000872	1.385676529	1550936
Bihar	Jamui (SC)	JAY PRAKASH DAS	M	61	SC	CPI(ML)(L)	Flag with Three Stars	6252	1	6253	0.403175889	0.806162573	1550936
Bihar	Jamui (SC)	VINOD KUMAR DAS	M	34	SC	AAAP	Broom	7157	2	7159	0.461592226	0.922967833	1550936
Bihar	Jamui (SC)	VISHUN CHOUDHARY	M	56	SC	SHS	Envelope	7144	3	7147	0.460818499	0.921420744	1550936
Bihar	Jamui (SC)	DILIP KUMAR	M	30	SC	IND	Candles	7634	1	7635	0.49228337	0.984335718	1550936
Bihar	Jamui (SC)	MANOJ KUMAR MANJHI	M	32	SC	IND	Black Board	8360	0	8360	0.539029335	1.077805711	1550936
Bihar	Jamui (SC)	SUBHASH PASWAN	M	45	SC	IND	Bat	10452	0	10452	0.673915623	1.347514987	1550936
Bihar	Jamui (SC)	None of the Above				NOTA	NOTA	19517	0	19517	1.258401378	2.516212209	1550936
Goa	North Goa	RAVI NAIK	M	67	GEN	INC	Hand	131904	400	132304	25.6684658	32.51343627	515441
Goa	North Goa	SHRIPAD YESSO NAIK	M	61	GEN	BJP	Lotus	236926	977	237903	46.15586089	58.46417364	515441
Goa	North Goa	ADV. SUHAS NAIK	M	47	GEN	CPI	Ears of Corn And Sickle	5638	2	5640	1.094223509	1.386018416	515441
Goa	North Goa	DR.DATTARAM DESAI	M	61	GEN	AAAP	Broom	15830	27	15857	3.076436556	3.896825182	515441
Goa	North Goa	RAJU DSOUZA	M	44	GEN	SJP(R)	Battery Torch	3216	0	3216	0.623940213	0.790325395	515441
Goa	North Goa	DAYANAND G. NARVEKAR	M	64	GEN	IND	Kite	4117	11	4128	0.800878483	1.014447522	515441
Goa	North Goa	MITTU MUJAVAR	M	38	GEN	IND	Candles	1813	0	1813	0.351742415	0.445541026	515441
Goa	North Goa	None of the Above				NOTA	NOTA	5746	24	5770	1.119444973	1.417965649	515441
Goa	South Goa	ALEIXO REGINALDO LOURENCO	M	45	GEN	INC	Hand	166226	220	166446	30.5228528	40.54891566	545336
Goa	South Goa	ADV. NARENDRA KESHAV SAWAIKAR	M	47	GEN	BJP	Lotus	198176	600	198776	36.45152535	48.42502229	545336
Goa	South Goa	ADV. RAJU MANGESHKAR	M	58	GEN	CPI	Ears of Corn And Sickle	4435	2	4437	0.813656669	1.080924377	545336
Goa	South Goa	CLIFFTON DE SOUZA	M	33	GEN	BMUP	Cot	665	1	666	0.122131021	0.162248284	545336
Goa	South Goa	CHURCHILL ALEMAO	M	64	GEN	AITC	Flowers and Grass	11932	9	11941	2.189739527	2.909019153	545336
Goa	South Goa	ADV.  JAWAHAR DIAS	M	58	GEN	GOA	Ring	530	0	530	0.097191353	0.129116502	545336
Goa	South Goa	SAVIO OLIVER RODRIGUES	M	37	GEN	GSRP	Candles	783	0	783	0.143586471	0.190751361	545336
Goa	South Goa	SWATI S. KERKAR	F	39	GEN	AAAP	Broom	11227	19	11246	2.062290488	2.739706004	545336
Goa	South Goa	GOVIND SHEPU GAUDE	M	42	GEN	IND	Ceiling Fan	7105	47	7152	1.311533129	1.74234193	545336
Goa	South Goa	BALKRISHNA SALGAONKAR	M	43	GEN	IND	Bat	682	1	683	0.12524848	0.166389756	545336
Goa	South Goa	VENUS HABIB	F	62	GEN	IND	Sewing Machine	790	0	790	0.14487013	0.192456673	545336
Goa	South Goa	SHALOM MATHEW FRANCISCO SARDINHA	M	33	GEN	IND	Pen Nib with Seven Rays	2586	0	2586	0.474220452	0.629991084	545336
Goa	South Goa	None of the Above				NOTA	NOTA	4320	13	4333	0.794585158	1.055588308	545336
Gujarat	Kachchh	KAMALBHAI MATANG	M	37	SC	BSP	Elephant	21133	97	21230	1.38416381	2.240808253	1533782
Gujarat	Kachchh	CHAVDA VINOD LAKHAMASHI	M	35	SC	BJP	Lotus	560475	2380	562855	36.69729257	59.40886148	1533782
Gujarat	Kachchh	DR.DINESH PARMAR	M	70	SC	INC	Hand	307072	1301	308373	20.10545203	32.54850511	1533782
Gujarat	Kachchh	DANICHA GOVINDBHAI PUNAMCHAND	M	46	SC	AAAP	Broom	15689	108	15797	1.029940448	1.667359773	1533782
Gujarat	Kachchh	HIRJI PUNJABHAI SIJU	M	37	SC	BMUP	Cot	21034	72	21106	1.376079198	2.22772016	1533782
Gujarat	Kachchh	None of the Above				NOTA	NOTA	16780	99	16879	1.100485207	1.781563943	1533782
Gujarat	Banaskantha	CHAUDHARY HARIBHAI PARTHIBHAI	M	59	GEN	BJP	Lotus	506171	1685	507856	33.50612353	57.23307793	1515711
Gujarat	Banaskantha	PATEL JOITABHAI KASNABHAI	M	72	GEN	INC	Hand	304035	1487	305522	20.15700882	34.43094979	1515711
Gujarat	Banaskantha	MAHANT PARSOTAMGIRI TURANTGIRI	M	43	SC	BSP	Elephant	11160	15	11175	0.737277753	1.259372038	1515711
Gujarat	Banaskantha	CHOUDHARY ADAMBHAI NASIRBHAI	M	47	GEN	SP	Bicycle	2000	7	2007	0.132413105	0.226179837	1515711
Gujarat	Banaskantha	SANJAYKUMAR SOMNATHBHAI RAVAL	M	48	GEN	AAAP	Broom	6495	76	6571	0.433525916	0.740522028	1515711
Gujarat	Banaskantha	GAMAR VADHABHAI RADHABHAI	M	47	ST	IND	Pot	823	2	825	0.054429901	0.092973775	1515711
Gujarat	Banaskantha	THAKOR BHUPATAJI RAVAJI	M	66	GEN	IND	Kite	1757	13	1770	0.116776879	0.199471007	1515711
Gujarat	Banaskantha	DABHI NAVAJIBHAI MADHABHAI	M	58	ST	IND	Iron	2107	11	2118	0.139736401	0.238689036	1515711
Gujarat	Banaskantha	BABAJI THAKOR	M	64	GEN	IND	Scissors	10861	36	10897	0.718936525	1.228042694	1515711
Gujarat	Banaskantha	MAHENDRABHAI KESARABHAI BUMBADIA	M	63	ST	IND	Pen Nib with Seven Rays	3260	42	3302	0.217851556	0.37212049	1515711
Gujarat	Banaskantha	MADHU NIRUPABEN NATVARLAL	F	40	GEN	IND	Pressure Cooker	2056	8	2064	0.136173716	0.23260348	1515711
Gujarat	Banaskantha	SHRIMALI ASHOKBHAI BALCHNDBHAI	M	44	SC	IND	Coconut	2523	12	2535	0.167248242	0.285683053	1515711
Gujarat	Banaskantha	SOLANKI DINESHKUMAR ALJIBHAI	M	38	GEN	IND	Candles	5386	2	5388	0.355476737	0.60720327	1515711
Gujarat	Banaskantha	SOLANKI SAYBABHAI NANABHAI	M	52	ST	IND	Ceiling Fan	7204	3	7207	0.475486422	0.812196356	1515711
Gujarat	Banaskantha	None of the Above				NOTA	NOTA	17378	19	17397	1.147778171	1.960563342	1515711
Gujarat	Patan	PARMAR MAGANBHAI AMARABHAI	M	44	SC	BSP	Elephant	9842	58	9900	0.607868769	1.034996472	1628641
Gujarat	Patan	RATHOD BHAVSINHBHAI DAHYABHAI	M	78	GEN	INC	Hand	376973	2846	379819	23.32122303	39.70821463	1628641
Gujarat	Patan	LILADHARBHAI KHODAJI VAGHELA	M	80	GEN	BJP	Lotus	515579	2959	518538	31.8386925	54.2106061	1628641
Gujarat	Patan	GOVINDJI OKHAJI THAKOR	M	62	GEN	JD(U)	Arrow	6164	24	6188	0.379948681	0.646925067	1628641
Gujarat	Patan	JAKASIJI JOGAJI THAKOR	M	44	GEN	BMUP	Cot	2716	44	2760	0.169466445	0.288544471	1628641
Gujarat	Patan	PARMAR BHAICHANDBHAI SOMABHAI	M	59	SC	RPIE	Battery Torch	895	15	910	0.055874806	0.095136039	1628641
Gujarat	Patan	BABUBHAI KARSHANBHAI RABARI	M	50	GEN	SP	Bicycle	1827	16	1843	0.113161832	0.192676616	1628641
Gujarat	Patan	IMRANKHAN MAHMADKHAN NAGORI	M	31	GEN	IND	Kettle	1838	2	1840	0.11297763	0.192362981	1628641
Gujarat	Patan	CHHAGANBHAI NARANBHAI PRAJAPATI	M	60	GEN	IND	Basket containing Fruits	2523	16	2539	0.155896849	0.265440004	1628641
Gujarat	Patan	JAGRALA  IMRAN MAHEMUD	M	37	GEN	IND	Auto- Rickshaw	1962	16	1978	0.121450952	0.206790204	1628641
Gujarat	Patan	DESAI ISHWARBHAI MAHADEVBHAI	M	53	GEN	IND	Coconut	1736	16	1752	0.107574352	0.183163012	1628641
Gujarat	Patan	BHORANIYA SOYABBHAI HASAMBHAI	M	47	GEN	IND	Ceiling Fan	2544	6	2550	0.156572259	0.26659	1628641
Gujarat	Patan	MOLAPIYA ABDULKUDUS ABDULMAJID	M	39	GEN	IND	Gas Cylinder	5627	2	5629	0.345625586	0.588484357	1628641
Gujarat	Patan	VAGHDA JIVABHAI DEVABHAI	M	53	GEN	IND	Kite	7483	9	7492	0.460015436	0.783251875	1628641
Gujarat	Patan	None of the Above				NOTA	NOTA	11970	91	12061	0.740556083	1.260918429	1628641
Gujarat	Mahesana	THAKOR KEVALJI NATHAJI	M	55	GEN	BSP	Elephant	9675	91	9766	0.651840619	0.972482509	1498219
Gujarat	Mahesana	PATEL JAYSHREEBEN KANUBHAI	F	55	GEN	BJP	Lotus	577225	3025	580250	38.72931794	57.78035796	1498219
Gujarat	Mahesana	PATEL JIVABHAI AMBALAL	M	75	GEN	INC	Hand	368204	3155	371359	24.78669674	36.97932952	1498219
Gujarat	Mahesana	GIRISHJI JENAJI DABHI	M	38	GEN	BNJD	Kite	4813	12	4825	0.322049046	0.480465708	1498219
Gujarat	Mahesana	CHAUDHARY DINESHBHAI SALUBHAI	M	37	GEN	VHS	Batsman	1069	15	1084	0.072352573	0.107942969	1498219
Gujarat	Mahesana	ZALA INDRAJITSINH MAHENDRASINH	M	36	GEN	SP	Bicycle	1327	13	1340	0.089439528	0.133435036	1498219
Gujarat	Mahesana	THAKOR MANSANGJI PUNJAJI	M	56	GEN	BMUP	Cot	1241	10	1251	0.083499141	0.12457256	1498219
Gujarat	Mahesana	PATEL DILIPBHAI SOMABHAI	M	46	GEN	HJP	Almirah	1032	0	1032	0.068881786	0.102764893	1498219
Gujarat	Mahesana	SMT VANDANABEN DINESHKUMAR PATEL	F	39	GEN	AAAP	Broom	3659	72	3731	0.249029014	0.371526955	1498219
Gujarat	Mahesana	THAKOR BALDEVJI MAGANJI	M	57	GEN	IND	Cup & Saucer	1622	31	1653	0.110331	0.164603071	1498219
Gujarat	Mahesana	THAKOR BABUJI DHANAJI	M	59	GEN	IND	Sewing Machine	1780	24	1804	0.120409633	0.179639407	1498219
Gujarat	Mahesana	THAKOR SAMARATJI BALVANTSINH	M	35	GEN	IND	Gas Cylinder	2424	3	2427	0.161992339	0.241676741	1498219
Gujarat	Mahesana	PRAJAPATI VITTHALBHAI VIRDAS	M	61	GEN	IND	Auto- Rickshaw	5977	5	5982	0.399274071	0.5956779	1498219
Gujarat	Mahesana	MAHMAD AZAM HAIDERKHAN PATHAN	M	29	GEN	IND	HOCKEY & BALL	6133	6	6139	0.40975318	0.611311706	1498219
Gujarat	Mahesana	None of the Above				NOTA	NOTA	11554	61	11615	0.775253818	1.156602943	1498219
Gujarat	Sabarkantha	BHAMBHI CHANDUBHAI MULCHANDBHAI	M	43	SC	BSP	Elephant	16622	43	16665	1.031352114	1.520808104	1615840
Gujarat	Sabarkantha	RATHOD DIPSINH SHANKARSINH	M	62	GEN	BJP	Lotus	549061	3144	552205	34.1744851	50.39290965	1615840
Gujarat	Sabarkantha	SHANKERSINH VAGHELA BAPU	M	74	GEN	INC	Hand	463024	4726	467750	28.94779186	42.68574802	1615840
Gujarat	Sabarkantha	PATEL BHOGILAL HARIBHAI	M	45	GEN	BNJD	Kite	9028	18	9046	0.559832657	0.825516358	1615840
Gujarat	Sabarkantha	SHEKH ARIF KHAN	M	36	GEN	SP	Bicycle	2312	2	2314	0.143207248	0.211170114	1615840
Gujarat	Sabarkantha	PATEL ISHWARBHAI SAKRAJI	M	47	GEN	IND	Ceiling Fan	1668	6	1674	0.103599366	0.152765243	1615840
Gujarat	Sabarkantha	PATEL PURUSOTTAMBHAI AMBALAL	M	58	GEN	IND	Pot	1869	7	1876	0.116100604	0.17119928	1615840
Gujarat	Sabarkantha	BALUSINGH SOMANSINGH NARVE	M	70	ST	IND	Sewing Machine	3516	11	3527	0.218276562	0.321865598	1615840
Gujarat	Sabarkantha	VELANI SHANTILAL KARAMSHI	M	51	GEN	IND	Coconut	6810	6	6816	0.421823943	0.622011884	1615840
Gujarat	Sabarkantha	SOLANKI CHHAGANBHAI KEVALABHAI	M	68	ST	IND	Cup & Saucer	9790	5	9795	0.606186256	0.89386831	1615840
Gujarat	Sabarkantha	None of the Above				NOTA	NOTA	22270	64	22334	1.382191306	2.038147507	1615840
Gujarat	Gandhinagar	L.K.ADVANI	M	86	GEN	BJP	Lotus	770118	3421	773539	44.61081263	68.04350694	1733972
Gujarat	Gandhinagar	KIRITBHAI ISHVARBHAI PATEL	M	56	GEN	INC	Hand	287584	2834	290418	16.74871336	25.5462998	1733972
Gujarat	Gandhinagar	NIRANJAN GHOSH	M	63	SC	BSP	Elephant	6018	50	6068	0.349947981	0.533764943	1733972
Gujarat	Gandhinagar	AJMALBHAI RAMABHAI VANIYA	M	63	SC	BMUP	Cot	1626	13	1639	0.094522864	0.144172831	1733972
Gujarat	Gandhinagar	THAKOR RAVAJI JUHAJI	M	46	GEN	VHS	Batsman	793	16	809	0.046655886	0.071162795	1733972
Gujarat	Gandhinagar	PATEL PIYUSHKUMAR DASHRATHLAL	M	50	SC	NYP	Battery Torch	649	4	653	0.037659201	0.057440426	1733972
Gujarat	Gandhinagar	MANOJ J. NAYAK	M	34	SC	LoRP	FLUTE	682	1	683	0.039389333	0.060079343	1733972
Gujarat	Gandhinagar	RITURAJ MEHTA	M	47	GEN	AAAP	Broom	19720	246	19966	1.151460347	1.75628722	1733972
Gujarat	Gandhinagar	THAKOR CHANDRASINH JAVANSINH	M	34	GEN	IND	Bottle	661	7	668	0.038524267	0.058759885	1733972
Gujarat	Gandhinagar	DIPIKABEN SUTARIYA	F	45	SC	IND	Slate	676	8	684	0.039447004	0.060167307	1733972
Gujarat	Gandhinagar	DESAI KHODABHAI LALJIBHAI	M	47	GEN	IND	Green Chilli	780	13	793	0.045733149	0.069755372	1733972
Gujarat	Gandhinagar	PAGI GANPATBHAI MAVJIBHAI	M	46	GEN	IND	Whistle	923	1	924	0.053288058	0.081278643	1733972
Gujarat	Gandhinagar	BIRJUSINH MOTISINH KSHATRIYA	M	33	GEN	IND	Ring	984	0	984	0.056748321	0.086556477	1733972
Gujarat	Gandhinagar	BRAHMBHATT SANJAYBHAI AMARKUMAR	M	43	GEN	IND	Dao	1467	7	1474	0.08500714	0.129658788	1733972
Gujarat	Gandhinagar	RAJ PRAJAPATI	M	43	GEN	IND	Kite	3170	7	3177	0.183220952	0.279461309	1733972
Gujarat	Gandhinagar	RAHUL CHIMANBHAI MEHTA	M	45	GEN	IND	Candles	9762	5	9767	0.563273225	0.859143408	1733972
Gujarat	Gandhinagar	VAGHELA KISHORSINH MAHOBATSINH	M	49	GEN	IND	Scissors	6685	20	6705	0.386684445	0.589797947	1733972
Gujarat	Gandhinagar	M. K. SHAH	M	37	SC	IND	Gas Cylinder	3765	2	3767	0.217246876	0.33136001	1733972
Gujarat	Gandhinagar	None of the Above				NOTA	NOTA	12593	184	12777	0.73686311	1.123914745	1733972
Gujarat	Ahmedabad East	PATEL HIMMATSINGH PRAHLADSINGH	M	52	GEN	INC	Hand	304769	2180	306949	19.16237158	31.1171914	1601832
Gujarat	Ahmedabad East	PARESH RAWAL	M	59	GEN	BJP	Lotus	630869	2713	633582	39.55358614	64.22986348	1601832
Gujarat	Ahmedabad East	ROHIT RAJUBHAI VIRJIBHAI ALIAS MANOJBHAI SONTARIYA	M	35	SC	BSP	Elephant	5970	53	6023	0.376006972	0.610586266	1601832
Gujarat	Ahmedabad East	ADITYA RAVAL	M	45	GEN	VHS	Batsman	985	2	987	0.061616949	0.100057886	1601832
Gujarat	Ahmedabad East	KHALIFA SAMSUDDIN NASIRUDDIN (JUGNU)	M	50	GEN	ABCD(A)	Candles	866	29	895	0.055873525	0.090731315	1601832
Gujarat	Ahmedabad East	DUTT AAKASH - ADVOCATE	M	41	GEN	JD(U)	Arrow	555	3	558	0.034835114	0.05656768	1601832
Gujarat	Ahmedabad East	DINESH VAGHELA	M	62	GEN	AAAP	Broom	11208	141	11349	0.708501266	1.15051362	1601832
Gujarat	Ahmedabad East	NARANBHAI T. SENGAL (DR.N.T.SENGAL)	M	62	SC	BSDL	Cup & Saucer	778	4	782	0.048819102	0.079275853	1601832
Gujarat	Ahmedabad East	BUDDHPRIYA JASVANT SOMABHAI	M	68	SC	PAP	Bat	686	12	698	0.043575107	0.070760288	1601832
Gujarat	Ahmedabad East	VIJAYKUMAR M. VADHEL	M	43	SC	HND	Battery Torch	687	17	704	0.043949678	0.071368542	1601832
Gujarat	Ahmedabad East	ATIKBHAI MEV	M	47	GEN	IND	Kite	1091	3	1094	0.0682968	0.110905093	1601832
Gujarat	Ahmedabad East	ANILKUMAR SHARMA	M	60	GEN	IND	Bread	1199	2	1201	0.074976652	0.1217523	1601832
Gujarat	Ahmedabad East	DASHRATHBHAI M. DEVDA	M	51	GEN	IND	Auto- Rickshaw	2296	3	2299	0.143523166	0.233062897	1601832
Gujarat	Ahmedabad East	ROSHAN PRIYAVADAN SHAH	M	39	GEN	IND	CALCULATOR	4045	1	4046	0.252585789	0.410166368	1601832
Gujarat	Ahmedabad East	None of the Above				NOTA	NOTA	14261	97	14358	0.896348681	1.455553314	1601832
Gujarat	Ahmedabad West	ISHWARBAHI DHANABHAI MAKWANA	M	63	SC	INC	Hand	295202	1591	296793	19.34260949	30.74122487	1534400
Gujarat	Ahmedabad West	DR. KIRIT P SOLANKI	M	64	SC	BJP	Lotus	614892	2212	617104	40.21793535	63.91839711	1534400
Gujarat	Ahmedabad West	CHAVDA MANSUKHBHAI NAGARBHAI	M	57	SC	BSP	Elephant	6180	25	6205	0.404392596	0.64270148	1534400
Gujarat	Ahmedabad West	AMRUT SONARA	M	49	SC	BSDL	Kite	937	4	941	0.061326903	0.097466896	1534400
Gujarat	Ahmedabad West	NARENDRA SANKHALIYA	M	52	SC	LSWP	Candles	1378	13	1391	0.090654327	0.144076996	1534400
Gujarat	Ahmedabad West	DR J G PARMAR	M	57	SC	BMUP	Cot	2539	25	2564	0.167101147	0.265573988	1534400
Gujarat	Ahmedabad West	J J MEVADA	M	59	SC	AAAP	Broom	17184	148	17332	1.129562044	1.795213868	1534400
Gujarat	Ahmedabad West	AAYAR MULJIBHAI KHANABHAI	M	44	SC	IND	Coconut	801	7	808	0.05265902	0.083691023	1534400
Gujarat	Ahmedabad West	PARMAR HARJIVANBHAI KALABHAI	M	55	SC	IND	Batsman	806	1	807	0.052593848	0.083587445	1534400
Gujarat	Ahmedabad West	SOLANKI RAMESHBHAI DANABHAI	M	52	SC	IND	Hat	1254	2	1256	0.0818561	0.130093966	1534400
Gujarat	Ahmedabad West	SOLANKI VITTHALBHAI MAGANBHAI	M	53	SC	IND	Ice Cream	2835	2	2837	0.184893118	0.293850781	1534400
Gujarat	Ahmedabad West	None of the Above				NOTA	NOTA	16467	104	16571	1.079966111	1.716391011	1534400
Gujarat	Surendranagar	KOLI PATEL SOMABHAI GANDALAL	M	73	GEN	INC	Hand	323684	2412	326096	19.68397804	34.50006559	1656657
Gujarat	Surendranagar	PARMAR MINAXIBEN VIJAYBHAI	F	35	SC	BSP	Elephant	10622	131	10753	0.649078234	1.137638013	1656657
Gujarat	Surendranagar	FATEPARA DEVAJIBHAI GOVINDBHAI	M	55	GEN	BJP	Lotus	526006	2997	529003	31.93195695	55.96707166	1656657
Gujarat	Surendranagar	JETHABHAI MANJIBHAI PATEL	M	58	GEN	AAAP	Broom	13266	109	13375	0.807348775	1.415038447	1656657
Gujarat	Surendranagar	BAR AJAMALBHAI KARMANBHAI	M	36	GEN	BMUP	Cot	2227	24	2251	0.135876044	0.238149648	1656657
Gujarat	Surendranagar	MAJETHIYA SAMARATBHAI JERAMBHAI	M	47	GEN	HJP	Cup & Saucer	1334	7	1341	0.080946146	0.141874135	1656657
Gujarat	Surendranagar	CHAVDA PALABHAI NANJIBHAI	M	56	SC	IND	Balloon	1222	5	1227	0.074064818	0.129813247	1656657
Gujarat	Surendranagar	PARMAR PRABHUBHAI GOKALBHAI	M	56	SC	IND	Kite	2956	12	2968	0.179155975	0.314006289	1656657
Gujarat	Surendranagar	PARMAR VASHARAMBHAI BAVALBHAI	M	32	SC	IND	Auto- Rickshaw	1744	7	1751	0.105694782	0.185251015	1656657
Gujarat	Surendranagar	MAKWANA UKABHAI AMRABHAI	M	48	SC	IND	Battery Torch	1193	33	1226	0.074004456	0.129707449	1656657
Gujarat	Surendranagar	MAKWANA VASHARAMBHAI KARSHANBHAI	M	37	SC	IND	Almirah	1397	16	1413	0.085292248	0.149491538	1656657
Gujarat	Surendranagar	MANSINH SHIVUBHA ZALA	M	34	GEN	IND	HOCKEY & BALL	2066	88	2154	0.130020879	0.227887313	1656657
Gujarat	Surendranagar	VADALIYA KALUBHAI MALUBHAI	M	61	GEN	IND	Coconut	3096	6	3102	0.187244553	0.328183122	1656657
Gujarat	Surendranagar	VAGHELA PRAKASHBHAI BACHUBHAI	M	38	SC	IND	Air Conditioner	6432	7	6439	0.3886743	0.681228603	1656657
Gujarat	Surendranagar	VORA BHAVANBHAI DEVAJIBHAI	M	43	SC	IND	Candles	4811	7	4818	0.290826647	0.509731233	1656657
Gujarat	Surendranagar	SAPARA VIPULBHAI RAMESHBHAI	M	28	GEN	IND	Basket containing Fruits	14511	4	14515	0.876162054	1.535647331	1656657
Gujarat	Surendranagar	SANKALIYA GANGARAMBHAI TAPUBHAI	M	57	GEN	IND	Telephone	11214	2	11216	0.677026083	1.186622147	1656657
Gujarat	Surendranagar	None of the Above				NOTA	NOTA	10794	235	11029	0.665738291	1.166838058	1656657
Gujarat	Rajkot	KUNDARIYA MOHANBHAI KALYANJIBHAI	M	62	GEN	BJP	Lotus	619495	2029	621524	37.53805753	58.76345291	1655717
Gujarat	Rajkot	KUNVARJIBHAI MOHANBHAI BAVALIYA	M	59	GEN	INC	Hand	373032	2064	375096	22.65459617	35.46433626	1655717
Gujarat	Rajkot	JIVANBHAI DEVAJIBHAI PARMAR	M	51	SC	BSP	Elephant	12594	59	12653	0.764200645	1.196307737	1655717
Gujarat	Rajkot	ANKUR AMRUTKUMAR DHAMELIYA(PATEL)	M	30	GEN	AAAP	Broom	10709	76	10785	0.651379433	1.019693269	1655717
Gujarat	Rajkot	JITENDRA BHURABHAI CHAUHAN	M	36	SC	RPI(KH)	Battery Torch	989	1	990	0.059792827	0.093601886	1655717
Gujarat	Rajkot	DENGADA PRAVINBHAI MEGHAJIBHAI	M	51	SC	RPI(A)	Sewing Machine	945	0	945	0.057074971	0.089347254	1655717
Gujarat	Rajkot	RAJESHBHAI LAVJIBHAI PIPALVA	M	43	GEN	LoRP	Gas Cylinder	807	1	808	0.04880061	0.076394266	1655717
Gujarat	Rajkot	ROHITBHAI MOHANBHAI SAGATHIYA	M	31	SC	BMUP	Cot	1333	11	1344	0.081173292	0.127071651	1655717
Gujarat	Rajkot	ANIRUDDHSINH JUVANSINH ZALA	M	58	GEN	IND	Kite	1562	74	1636	0.098809156	0.15467948	1655717
Gujarat	Rajkot	NARENDRABHAI MAHAJAN	M	64	GEN	IND	Black Board	1152	9	1161	0.070120679	0.109769484	1655717
Gujarat	Rajkot	PATHAN BISMILLAKHAN ABDULKHAN (BABAKHAN PATHAN)	M	36	GEN	IND	Whistle	1062	18	1080	0.065228538	0.102111148	1655717
Gujarat	Rajkot	POPATBHAI DEVAJIBHAI CHAVDA (BHUVA)	M	49	GEN	IND	Ceiling Fan	1401	7	1408	0.085038687	0.133122682	1655717
Gujarat	Rajkot	PRAVINCHANDRA CHUNILAL PAREKH	M	83	GEN	IND	Hat	1559	3	1562	0.094339794	0.147682975	1655717
Gujarat	Rajkot	BASIRBHAI SULEMANBHAI SAMA	M	55	GEN	IND	Electric Pole	2070	6	2076	0.125383746	0.196280318	1655717
Gujarat	Rajkot	VINODBHAI PRAGJIBHAI NAGANI	M	43	GEN	IND	Pressure Cooker	5748	4	5752	0.347402364	0.54383641	1655717
Gujarat	Rajkot	None of the Above				NOTA	NOTA	18137	112	18249	1.102181109	1.725394759	1655717
Gujarat	Porbandar	JADEJA KANDHALBHAI SARAMANBHAI	M	42	GEN	NCP	Clock	238360	2106	240466	15.62255762	29.69280579	1539223
Gujarat	Porbandar	RADADIYA VITHALBHAI  HANSRAJBHAI	M	55	GEN	BJP	Lotus	506002	2435	508437	33.03205578	62.78193632	1539223
Gujarat	Porbandar	SADIYA VRAJALAL PABABHAI	M	43	SC	BSP	Elephant	12064	116	12180	0.791308342	1.503989647	1539223
Gujarat	Porbandar	IRFANSHAH HABIBSHAH SUHARAVARDI	M	34	GEN	SP	Bicycle	3808	17	3825	0.248502004	0.47231202	1539223
Gujarat	Porbandar	MANSUKH SUNDARAJI DHOKAI	M	59	GEN	AAAP	Broom	7847	92	7939	0.515779715	0.980309837	1539223
Gujarat	Porbandar	AGHERA DHIRAJLAL BHURABHAI	M	51	GEN	IND	Balloon	1666	5	1671	0.108561268	0.206335526	1539223
Gujarat	Porbandar	UNADAKAT PRAKASH VALLABHADAS	M	48	GEN	IND	Ceiling Fan	1616	2	1618	0.105117972	0.199791071	1539223
Gujarat	Porbandar	KHUNTI BHARATBHAI MALDEBHAI	M	40	GEN	IND	BELT	2199	6	2205	0.143254096	0.272273988	1539223
Gujarat	Porbandar	KHOKHANI LALITABEN MANSUKHBHAI	F	48	GEN	IND	Auto- Rickshaw	1540	29	1569	0.101934547	0.193740538	1539223
